family,preprocessing,task,scenario,model,feature,mean_relative_frequency,n_seeds_total,n_seeds_with_feature,status
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F60_Neoascochyta,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F61_Parasarocladium,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F62_Unclassified_Genus10,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F63_Pseudogymnoascus,0.0033333333333333,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F64_Wallemia,0.0406666666666666,100,54,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F65_Bipolaris,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F66_Didymella,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F67_Solicoccozyma,0.026,100,34,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F68_Gibellulopsis,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F6_Plectosphaerella,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F73_Unclassified_Genus11,0.0066666666666666,100,9,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F74_Phallus,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F75_Pilidium,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F76_Lophiotrema,0.0193333333333333,100,26,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F78_Pyrenochaeta,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F79_Clathrus,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F81_Cystofilobasidium,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F82_Chrysosporium,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F84_Filobasidium,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F85_Unclassified_Genus14,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F87_Unclassified_Genus15,0.0046666666666666,100,7,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F8_Alternaria,0.0086666666666666,100,13,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F91_Cadophora,0.0286666666666666,100,37,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F92_Leucosporidium,0.0286666666666666,100,40,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F93_Pseudeurotium,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F96_Unclassified_Genus16,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F97_Murispora,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F98_Gliomastix,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F99_Papiliotrema,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,F9_Aureobasidium,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,HBV,0.0273333333333333,100,37,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,HCHO_mean,0.0106666666666666,100,15,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,HFI,0.01,100,14,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,HMI,0.0273333333333333,100,36,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,HPD,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,LS_PC1,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,LS_PC2,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,NDFI,0.0053333333333333,100,7,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,NO2_mean,0.016,100,21,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,NTL,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,P_PC1,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,P_PC2,0.0146666666666666,100,21,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,SO2_mean,0.324,100,100,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,SOC_0_5cm_pct,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,T_PC1,0.0139999999999999,100,21,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,T_PC2,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,asp_cos,0.0013333333333333,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,asp_sin,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,built,0.1333333333333333,100,89,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,crops,0.0026666666666666,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,curv,0.006,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,curv_plan,0.0186666666666666,100,25,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,dist_river_m,0.018,100,24,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,dist_sea,0.0139999999999999,100,20,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,dist_urban,0.03,100,39,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,elevation_m,0.0046666666666666,100,7,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,flow_acc_log,0.01,100,14,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,flow_dir_cos,0.002,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,flow_dir_sin,0.0006666666666666,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,flow_len,0.0133333333333333,100,18,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,pH_0_5cm,0.0053333333333333,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,slope_pct,0.0726666666666666,100,70,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,trees,0.0053333333333333,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,classification,C_environment_microbiome,pysr,wind_speed_10m,0.0053333333333333,100,7,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,AER_AI_mean,0.0022222222222222,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B102_TM7a,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B103_Delftia,0.0022222222222222,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B105_Clostridium_sensu_stricto_1,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B106_Unclassified_Genus11,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B107_Glutamicibacter,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B108_Oligoflexus,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B109_Unclassified_Genus12,0.0022222222222222,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B10_Sphingomonas,0.0033333333333333,100,6,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B110_Alteromonas,0.0127777777777777,100,22,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B111_Peredibacter,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B114_Unclassified_Genus13,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B115_Bacillus,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B117_Sphingopyxis,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B118_Haemophilus,0.0205555555555555,100,34,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B119_Devosia,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B120_Mesorhizobium,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B121_Ahrensia,0.0044444444444444,100,7,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B123_Unclassified_Genus14,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B124_Amylibacter,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B125_Ascidiaceihabitans,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B127_Phaeobacter,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B128_Alsobacter,0.0033333333333333,100,6,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B129_Solibacillus,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B12_Pseudarthrobacter,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B130_Terrabacter,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B131_Limnobacter,0.0038888888888888,100,7,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B132_Rhodobacter,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B133_Robiginitalea,0.0016666666666666,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B135_Tabrizicola,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B136_Unclassified_Genus16,0.0105555555555555,100,18,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B137_Unclassified_Genus17,0.0022222222222222,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B13_Enhydrobacter,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B140_Hymenobacter,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B141_Tamlana,0.0127777777777777,100,21,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B145_Flavihumibacter,0.0055555555555555,100,9,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B146_Gramella,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B147_Novosphingobium,0.0033333333333333,100,6,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B149_Owenweeksia,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B14_Enterococcus,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B150_Pseudophaeobacter,0.0027777777777777,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B153_Woeseia,0.0016666666666666,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B157_Unclassified_Genus22,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B159_Comamonas,0.01,100,18,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B15_Exiguobacterium,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B161_Eudoraea,0.0022222222222222,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B162_Paraglaciecola,0.0027777777777777,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B163_OM27_clade,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B164_Deinococcus,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B167_Polynucleobacter,0.0055555555555555,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B168_Roseomonas,0.0033333333333333,100,6,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B16_Anoxybacillus,0.0211111111111111,100,32,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B170_Ferruginibacter,0.0022222222222222,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B172_Allorhizobium_Neorhizobium_Pararhizobium_Rhizobium,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B173_Unclassified_Genus25,0.0022222222222222,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B174_Unclassified_Genus26,0.0266666666666666,100,39,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B176_Unclassified_Genus28,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B177_Ensifer,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B180_Muriicola,0.32,100,100,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B183_Janthinobacterium,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B184_Unclassified_Genus29,0.0077777777777777,100,14,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B185_Mycobacterium,0.0022222222222222,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B186_Truepera,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B188_Qipengyuania,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B18_Massilia,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B190_Methylocystis,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B191_Sporacetigenium,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B192_Roseobacter,0.0022222222222222,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B194_Oleispira,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B195_Marinoscillum,0.0138888888888888,100,22,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B197_Leisingera,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B198_Porphyrobacter,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B199_Methylophaga,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B19_Actinomyces,0.0083333333333333,100,14,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B1_Streptococcus,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B201_Unclassified_Genus31,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B202_Paucibacter,0.025,100,37,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B204_alphaI_cluster,0.0016666666666666,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B205_Corynebacterium,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B208_Celeribacter,0.0027777777777777,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B210_Unclassified_Genus33,0.0016666666666666,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B211_Unclassified_Genus34,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B212_Thalassobius,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B214_Unclassified_Genus35,0.0533333333333333,100,61,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B215_Unclassified_Genus36,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B216_Sphingorhabdus,0.015,100,24,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B217_Unclassified_Genus37,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B218_Unclassified_Genus38,0.0055555555555555,100,9,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B219_Subsaxibacter,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B220_Roseiarcus,0.0022222222222222,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B222_Alkanindiges,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B223_Phycicoccus,0.0305555555555555,100,42,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B224_Amaricoccus,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B228_Bosea,0.0044444444444444,100,7,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B229_Dokdonia,0.0072222222222222,100,13,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B234_Lachnoclostridium,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B235_Fictibacillus,0.0061111111111111,100,9,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B236_Paenibacillus,0.0105555555555555,100,18,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B238_Hyphomicrobium,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B239_Shinella,0.0022222222222222,100,4,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B23_Flavobacterium,0.0077777777777777,100,14,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B240_Unclassified_Genus40,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B241_Sphingomicrobium,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B244_Cryobacterium,0.0744444444444444,100,80,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B245_Octadecabacter,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B247_Fluviicola,0.0016666666666666,100,3,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B248_Ornithinimicrobium,0.0044444444444444,100,7,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B249_Domibacillus,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B24_Oleiphilus,0.0122222222222222,100,21,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B251_Sedimentitalea,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B252_Gaetbulibacter,0.0033333333333333,100,6,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B255_Methylibium,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B256_Unclassified_Genus43,0.0033333333333333,100,6,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B25_Methylobacterium_Methylorubrum,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B260_Unclassified_Genus44,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B261_Unclassified_Genus45,0.0044444444444444,100,8,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B263_Unclassified_Genus46,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B264_Aeromicrobium,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B266_Rubrobacter,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B26_Pseudomonas,0.0088888888888888,100,16,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B270_Lysinibacillus,0.0011111111111111,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B271_Maricaulis,0.0027777777777777,100,5,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B272_Streptomyces,0.0016666666666666,100,2,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B274_Sva0996_marine_group,0.0005555555555555,100,1,complete_100_seeds
family2_full_microbiome_clr_raw_env,With CLR,regression_18,C_environment_microbiome,pysr,B275_Beijerinckia,0.0033333333333333,100,6,complete_100_seeds
